month,year,FG3_per_game,FG3A_per_game,FG3_PCT,AST_per_game,PTS_per_game,possessions_per_game_smooth,three_point_introduction,shortened_three_point_line,reverted_three_point_line,defensive_three_second_rule,curry_era,off_season
1958-01-01,1958,0.0,0.0,0.0,7.7101449275362315,108.04347826086956,74.32471642420408,0,0,0,0,0,0
1958-02-01,1958,0.0,0.0,0.0,8.823529411764707,105.22058823529412,80.2266339869281,0,0,0,0,0,0
1958-03-01,1958,0.0,0.0,0.0,9.958333333333334,105.33333333333333,94.72052287581698,0,0,0,0,0,0
1958-04-01,1958,0.0,0.0,0.0,10.75,105.875,97.86898989898991,0,0,0,0,0,0
1958-05-01,1958,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1958-06-01,1958,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1958-07-01,1958,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1958-08-01,1958,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1958-09-01,1958,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1958-10-01,1958,0.0,0.0,0.0,3.3181818181818183,106.04545454545455,96.96258639021796,0,0,0,0,0,0
1958-11-01,1958,0.0,0.0,0.0,7.37719298245614,105.14912280701755,85.68436799941337,0,0,0,0,0,0
1958-12-01,1958,0.0,0.0,0.0,8.03448275862069,104.99137931034483,82.55752207538434,0,0,0,0,0,0
1959-01-01,1959,0.0,0.0,0.0,7.408450704225352,107.57042253521126,84.30593947304517,0,0,0,0,0,0
1959-02-01,1959,0.0,0.0,0.0,9.40625,112.0546875,87.07619490088682,0,0,0,0,0,0
1959-03-01,1959,0.0,0.0,0.0,9.12962962962963,115.9074074074074,104.97916203703704,0,0,0,0,0,0
