month,year,FG3_per_game,FG3A_per_game,FG3_PCT,AST_per_game,PTS_per_game,possessions_per_game_smooth,three_point_introduction,shortened_three_point_line,reverted_three_point_line,defensive_three_second_rule,curry_era,off_season
1959-04-01,1959,0.0,0.0,0.0,21.3,118.8,94.649754985755,0,0,0,0,0,0
1959-05-01,1959,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1959-06-01,1959,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1959-07-01,1959,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1959-08-01,1959,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1959-09-01,1959,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1959-10-01,1959,0.0,0.0,0.0,4.730769230769231,111.57692307692308,88.84305128205126,0,0,0,0,0,0
1959-11-01,1959,0.0,0.0,0.0,7.966666666666667,111.43333333333334,68.6223846153846,0,0,0,0,0,0
1959-12-01,1959,0.0,0.0,0.0,8.766129032258064,114.4758064516129,76.69423004694835,0,0,0,0,0,0
1960-01-01,1960,0.0,0.0,0.0,10.852112676056338,118.17605633802818,78.28232263954095,0,0,0,0,0,0
1960-02-01,1960,0.0,0.0,0.0,10.222222222222221,116.29166666666667,85.36323173045004,0,0,0,0,0,0
1960-03-01,1960,0.0,0.0,0.0,13.613636363636363,118.36363636363636,94.94133501683501,0,0,0,0,0,0
1960-04-01,1960,0.0,0.0,0.0,22.3,105.1,95.75216835016835,0,0,0,0,0,0
1960-05-01,1960,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1960-06-01,1960,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1960-07-01,1960,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1960-08-01,1960,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1960-09-01,1960,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1960-10-01,1960,0.0,0.0,0.0,8.86111111111111,116.69444444444444,92.55137037037036,0,0,0,0,0,0
1960-11-01,1960,0.0,0.0,0.0,11.458333333333334,117.55833333333334,84.67978703703703,0,0,0,0,0,0
1960-12-01,1960,0.0,0.0,0.0,10.265625,116.2734375,89.6287012937595,0,0,0,0,0,0
1961-01-01,1961,0.0,0.0,0.0,10.767123287671232,118.08904109589041,92.36619581645122,0,0,0,0,0,0
1961-02-01,1961,0.0,0.0,0.0,10.915492957746478,120.05633802816901,91.48911248311788,0,0,0,0,0,0
1961-03-01,1961,0.0,0.0,0.0,11.35,120.06666666666666,101.36316118935838,0,0,0,0,0,0
1961-04-01,1961,0.0,0.0,0.0,19.75,113.0,107.04191919191919,0,0,0,0,0,0
1961-05-01,1961,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1961-06-01,1961,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1961-07-01,1961,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1961-08-01,1961,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1961-09-01,1961,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1961-10-01,1961,0.0,0.0,0.0,9.772727272727273,118.54545454545455,109.04914996114996,0,0,0,0,0,0
1961-11-01,1961,0.0,0.0,0.0,9.36923076923077,118.07692307692308,97.66800999000998,0,0,0,0,0,0
1961-12-01,1961,0.0,0.0,0.0,10.707792207792208,117.48701298701299,89.22089635364637,0,0,0,0,0,0
1962-01-01,1962,0.0,0.0,0.0,8.98125,118.05625,88.8219582673424,0,0,0,0,0,0
1962-02-01,1962,0.0,0.0,0.0,10.451219512195122,120.25,86.70852307508369,0,0,0,0,0,0
1962-03-01,1962,0.0,0.0,0.0,6.602941176470588,121.47058823529412,96.23290943872006,0,0,0,0,0,0
1962-04-01,1962,0.0,0.0,0.0,20.5,113.9090909090909,95.13017231134877,0,0,0,0,0,0
1962-05-01,1962,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1962-06-01,1962,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1962-07-01,1962,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1962-08-01,1962,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1962-09-01,1962,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1962-10-01,1962,0.0,0.0,0.0,9.25925925925926,116.27777777777777,95.07046642899586,0,0,0,0,0,0
1962-11-01,1962,0.0,0.0,0.0,10.911764705882353,115.09558823529412,84.80178244631186,0,0,0,0,0,0
1962-12-01,1962,0.0,0.0,0.0,10.678571428571429,114.58571428571429,85.36640232935281,0,0,0,0,0,0
1963-01-01,1963,0.0,0.0,0.0,12.046052631578947,115.6842105263158,85.317671679198,0,0,0,0,0,0
1963-02-01,1963,0.0,0.0,0.0,11.94078947368421,114.72368421052632,87.35310689514485,0,0,0,0,0,0
1963-03-01,1963,0.0,0.0,0.0,14.372093023255815,116.22093023255815,96.14418145654834,0,0,0,0,0,0
1963-04-01,1963,0.0,0.0,0.0,21.3125,114.1875,98.93003265862761,0,0,0,0,0,0
1963-05-01,1963,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1963-06-01,1963,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1963-07-01,1963,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1963-08-01,1963,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1963-09-01,1963,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1963-10-01,1963,0.0,0.0,0.0,15.814814814814815,109.85185185185185,104.1939307760141,0,0,0,0,0,0
1963-11-01,1963,0.0,0.0,0.0,15.912698412698413,109.62698412698413,98.47803431136765,0,0,0,0,0,0
1963-12-01,1963,0.0,0.0,0.0,16.174242424242426,111.21212121212122,99.64584178128483,0,0,0,0,0,0
1964-01-01,1964,0.0,0.0,0.0,14.670886075949367,110.48101265822785,95.38396113029025,0,0,0,0,0,0
1964-02-01,1964,0.0,0.0,0.0,14.639240506329115,111.91772151898734,93.63701339203816,0,0,0,0,0,0
1964-03-01,1964,0.0,0.0,0.0,17.152173913043477,112.59782608695652,98.88164419372593,0,0,0,0,0,0
1964-04-01,1964,0.0,0.0,0.0,21.875,103.9375,99.19160472183263,0,0,0,0,0,0
1964-05-01,1964,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1964-06-01,1964,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1964-07-01,1964,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1964-08-01,1964,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1964-09-01,1964,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1964-10-01,1964,0.0,0.0,0.0,14.709677419354838,106.79032258064517,103.10438172043011,0,0,0,0,0,0
1964-11-01,1964,0.0,0.0,0.0,19.64516129032258,110.33064516129032,99.10271505376345,0,0,0,0,0,0
1964-12-01,1964,0.0,0.0,0.0,16.17361111111111,112.89583333333333,101.92692480483134,0,0,0,0,0,0
1965-01-01,1965,0.0,0.0,0.0,17.075342465753426,108.78082191780823,101.17774200913243,0,0,0,0,0,0
1965-02-01,1965,0.0,0.0,0.0,17.192857142857143,111.57142857142857,102.33665226554268,0,0,0,0,0,0
1965-03-01,1965,0.0,0.0,0.0,17.39423076923077,111.46153846153847,108.32822507122506,0,0,0,0,0,0
1965-04-01,1965,0.0,0.0,0.0,21.36111111111111,114.30555555555556,109.58978828961587,0,0,0,0,0,0
1965-05-01,1965,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1965-06-01,1965,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1965-07-01,1965,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1965-08-01,1965,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1965-09-01,1965,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1965-10-01,1965,0.0,0.0,0.0,19.017241379310345,110.67241379310344,113.58485146315729,0,0,0,0,0,0
1965-11-01,1965,0.0,0.0,0.0,21.13768115942029,116.14492753623189,111.33870331500917,0,0,0,0,0,0
1965-12-01,1965,0.0,0.0,0.0,20.853846153846153,116.07692307692308,112.5233623188406,0,0,0,0,0,0
1966-01-01,1966,0.0,0.0,0.0,20.173333333333332,115.44,109.83254106280192,0,0,0,0,0,0
1966-02-01,1966,0.0,0.0,0.0,20.782608695652176,115.07971014492753,109.3689687357579,0,0,0,0,0,0
1966-03-01,1966,0.0,0.0,0.0,20.830188679245282,117.27358490566037,110.87741318020237,0,0,0,0,0,0
1966-04-01,1966,0.0,0.0,0.0,21.975,114.1,109.30234924158343,0,0,0,0,0,0
1966-05-01,1966,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1966-06-01,1966,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1966-07-01,1966,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1966-08-01,1966,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1966-09-01,1966,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1966-10-01,1966,0.0,0.0,0.0,17.11764705882353,115.8970588235294,107.5019735166794,0,0,0,0,0,0
1966-11-01,1966,0.0,0.0,0.0,18.123376623376622,116.35714285714286,104.03593748064337,0,0,0,0,0,0
1966-12-01,1966,0.0,0.0,0.0,18.75,116.38513513513513,106.22026988026988,0,0,0,0,0,0
1967-01-01,1967,0.0,0.0,0.0,19.035714285714285,116.78571428571429,105.39555126555126,0,0,0,0,0,0
1967-02-01,1967,0.0,0.0,0.0,18.128205128205128,120.0,106.24262178434593,0,0,0,0,0,0
1967-03-01,1967,0.0,0.0,0.0,19.870689655172413,118.6896551724138,111.50347892720306,0,0,0,0,0,0
1967-04-01,1967,0.0,0.0,0.0,23.833333333333332,117.86666666666666,115.08840646343496,0,0,0,0,0,0
1967-05-01,1967,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1967-06-01,1967,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1967-07-01,1967,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1967-08-01,1967,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1967-09-01,1967,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1967-10-01,1967,0.0,0.0,0.0,20.206521739130434,112.69565217391305,115.45233494363929,0,0,0,0,0,0
1967-11-01,1967,0.0,0.0,0.0,20.288888888888888,115.82222222222222,110.47579327697262,0,0,0,0,0,0
1967-12-01,1967,0.0,0.0,0.0,20.364583333333332,117.33333333333333,108.79229431216932,0,0,0,0,0,0
1968-01-01,1968,0.0,0.0,0.0,20.434065934065934,116.64835164835165,109.95195719954648,0,0,0,0,0,0
1968-02-01,1968,0.0,0.0,0.0,21.617346938775512,117.09183673469387,110.91840183960909,0,0,0,0,0,0
1968-03-01,1968,0.0,0.0,0.0,22.901408450704224,118.42957746478874,112.69399081204017,0,0,0,0,0,0
1968-04-01,1968,0.0,0.0,0.0,21.63157894736842,112.44736842105263,112.58269829503335,0,0,0,0,0,0
1968-05-01,1968,0.0,0.0,0.0,23.0,116.5,110.49229532163743,0,0,0,0,0,0
1968-06-01,1968,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1968-07-01,1968,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1968-08-01,1968,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1968-09-01,1968,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1968-10-01,1968,0.0,0.0,0.0,20.572916666666668,111.77083333333333,108.99083333333333,0,0,0,0,0,0
1968-11-01,1968,0.0,0.0,0.0,20.96759259259259,113.55092592592592,108.10630952380951,0,0,0,0,0,0
1968-12-01,1968,0.0,0.0,0.0,21.897321428571427,111.41071428571429,108.70529100529102,0,0,0,0,0,0
1969-01-01,1969,0.0,0.0,0.0,20.828703703703702,109.97222222222223,109.2514785690015,0,0,0,0,0,0
1969-02-01,1969,0.0,0.0,0.0,22.39908256880734,112.80733944954129,111.23308103021071,0,0,0,0,0,0
1969-03-01,1969,0.0,0.0,0.0,22.915730337078653,114.52247191011236,110.56855510428478,0,0,0,0,0,0
1969-04-01,1969,0.0,0.0,0.0,21.26,102.74,110.27014531835205,0,0,0,0,0,0
1969-05-01,1969,0.0,0.0,0.0,20.333333333333332,104.0,108.99385098039215,0,0,0,0,0,0
1969-06-01,1969,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1969-07-01,1969,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1969-08-01,1969,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1969-09-01,1969,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1969-10-01,1969,0.0,0.0,0.0,22.441176470588236,113.88235294117646,110.88066310160427,0,0,0,0,0,0
1969-11-01,1969,0.0,0.0,0.0,22.513636363636362,116.49090909090908,111.50697262541381,0,0,0,0,0,0
1969-12-01,1969,0.0,0.0,0.0,24.151785714285715,115.46428571428571,110.40398541313759,0,0,0,0,0,0
1970-01-01,1970,0.0,0.0,0.0,22.882608695652173,115.94347826086957,109.88803185890366,0,0,0,0,0,0
1970-02-01,1970,0.0,0.0,0.0,24.35514018691589,118.92990654205607,111.129317271803,0,0,0,0,0,0
1970-03-01,1970,0.0,0.0,0.0,24.259493670886076,118.60126582278481,113.07513128146483,0,0,0,0,0,0
1970-04-01,1970,0.0,0.0,0.0,23.458333333333332,110.0625,111.51287271448662,0,0,0,0,0,0
1970-05-01,1970,0.0,0.0,0.0,29.375,112.875,108.9763,0,0,0,0,0,0
1970-06-01,1970,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1970-07-01,1970,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1970-08-01,1970,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1970-09-01,1970,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1970-10-01,1970,0.0,0.0,0.0,21.346666666666668,111.9,107.25609855810008,0,0,0,0,0,0
1970-11-01,1970,0.0,0.0,0.0,23.35496183206107,111.16030534351145,108.48373537402047,0,0,0,0,0,0
1970-12-01,1970,0.0,0.0,0.0,23.690298507462686,112.16044776119404,109.72273784315628,0,0,0,0,0,0
1971-01-01,1971,0.0,0.0,0.0,23.211111111111112,113.83333333333333,110.49372817394509,0,0,0,0,0,0
1971-02-01,1971,0.0,0.0,0.0,23.884,112.484,111.33672709685631,0,0,0,0,0,0
1971-03-01,1971,0.0,0.0,0.0,24.438144329896907,112.81443298969072,109.13176907216496,0,0,0,0,0,0
1971-04-01,1971,0.0,0.0,0.0,21.18,101.86,106.95160330639919,0,0,0,0,0,0
1971-05-01,1971,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1971-06-01,1971,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1971-07-01,1971,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1971-08-01,1971,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1971-09-01,1971,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1971-10-01,1971,0.0,0.0,0.0,21.10810810810811,106.14864864864865,104.03554739950035,0,0,0,0,0,0
1971-11-01,1971,0.0,0.0,0.0,22.26890756302521,109.76050420168067,104.23861204596498,0,0,0,0,0,0
1971-12-01,1971,0.0,0.0,0.0,22.609848484848484,109.80681818181819,104.96679716656946,0,0,0,0,0,0
1972-01-01,1972,0.0,0.0,0.0,23.096774193548388,111.36693548387096,105.22111027867561,0,0,0,0,0,0
1972-02-01,1972,0.0,0.0,0.0,23.576642335766422,110.94525547445255,105.22390989647523,0,0,0,0,0,0
1972-03-01,1972,0.0,0.0,0.0,23.25225225225225,111.54054054054055,105.5365522700316,0,0,0,0,0,0
1972-04-01,1972,0.0,0.0,0.0,21.944444444444443,106.20370370370371,107.3171037704371,0,0,0,0,0,0
1972-05-01,1972,0.0,0.0,0.0,21.833333333333332,107.33333333333333,107.65881353214688,0,0,0,0,0,0
1972-06-01,1972,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1972-07-01,1972,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1972-08-01,1972,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1972-09-01,1972,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1972-10-01,1972,0.0,0.0,0.0,22.467532467532468,105.1103896103896,107.39600251600251,0,0,0,0,0,0
1972-11-01,1972,0.0,0.0,0.0,22.931623931623932,106.56410256410257,106.30286015489139,0,0,0,0,0,0
1972-12-01,1972,0.0,0.0,0.0,23.99609375,106.8203125,105.68063612891739,0,0,0,0,0,0
1973-01-01,1973,0.0,0.0,0.0,23.0078125,106.9296875,104.98521337365592,0,0,0,0,0,0
1973-02-01,1973,0.0,0.0,0.0,24.096774193548388,108.15322580645162,104.94231237433343,0,0,0,0,0,0
1973-03-01,1973,0.0,0.0,0.0,25.146341463414632,111.0569105691057,105.08967348544452,0,0,0,0,0,0
1973-04-01,1973,0.0,0.0,0.0,23.363636363636363,103.46969696969697,104.40751219512195,0,0,0,0,0,0
1973-05-01,1973,0.0,0.0,0.0,20.6,98.7,101.22487242798354,0,0,0,0,0,0
1973-06-01,1973,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1973-07-01,1973,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1973-08-01,1973,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1973-09-01,1973,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1973-10-01,1973,0.0,0.0,0.0,22.938271604938272,104.83333333333333,97.22350490661601,0,0,0,0,0,0
1973-11-01,1973,0.0,0.0,0.0,22.94871794871795,106.74786324786325,94.80545362456473,0,0,0,0,0,0
1973-12-01,1973,0.0,0.0,0.0,24.926923076923078,105.81923076923077,92.45100883430295,0,0,0,0,0,0
1974-01-01,1974,0.0,0.0,0.0,22.827731092436974,104.77310924369748,93.15118650440188,0,0,0,0,0,0
1974-02-01,1974,0.0,0.0,0.0,23.346456692913385,104.77952755905511,92.76145458862118,0,0,0,0,0,0
1974-03-01,1974,0.0,0.0,0.0,23.73170731707317,107.3130081300813,95.67391583978832,0,0,0,0,0,0
1974-04-01,1974,0.0,0.0,0.0,22.083333333333332,99.11666666666666,91.72932791327912,0,0,0,0,0,0
1974-05-01,1974,0.0,0.0,0.0,23.3,93.9,91.04616029143898,0,0,0,0,0,0
1974-06-01,1974,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1974-07-01,1974,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1974-08-01,1974,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1974-09-01,1974,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1974-10-01,1974,0.0,0.0,0.0,23.065573770491802,102.80327868852459,89.14274427076714,0,0,0,0,0,0
1974-11-01,1974,0.0,0.0,0.0,23.368217054263567,102.36821705426357,92.03697016608396,0,0,0,0,0,0
1974-12-01,1974,0.0,0.0,0.0,21.925619834710744,100.68595041322314,91.61681666005636,0,0,0,0,0,0
1975-01-01,1975,0.0,0.0,0.0,22.232824427480917,103.79389312977099,90.8234890236853,0,0,0,0,0,0
1975-02-01,1975,0.0,0.0,0.0,22.590551181102363,102.5748031496063,90.9950250331304,0,0,0,0,0,0
1975-03-01,1975,0.0,0.0,0.0,23.62857142857143,103.16785714285714,93.13123280710602,0,0,0,0,0,0
1975-04-01,1975,0.0,0.0,0.0,24.56896551724138,103.98275862068965,92.83342945560189,0,0,0,0,0,0
1975-05-01,1975,0.0,0.0,0.0,20.0,96.3076923076923,94.70405464761416,0,0,0,0,0,0
1975-06-01,1975,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1975-07-01,1975,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1975-08-01,1975,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1975-09-01,1975,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1975-10-01,1975,0.0,0.0,0.0,20.983870967741936,102.33870967741936,94.7947146401985,0,0,0,0,0,0
1975-11-01,1975,0.0,0.0,0.0,23.616935483870968,103.03225806451613,96.15375454765949,0,0,0,0,0,0
1975-12-01,1975,0.0,0.0,0.0,22.80827067669173,103.1203007518797,95.12196319556612,0,0,0,0,0,0
1976-01-01,1976,0.0,0.0,0.0,22.659574468085108,105.21631205673759,94.16110573761189,0,0,0,0,0,0
1976-02-01,1976,0.0,0.0,0.0,22.735042735042736,103.61111111111111,94.64505728314238,0,0,0,0,0,0
1976-03-01,1976,0.0,0.0,0.0,23.0,105.96376811594203,95.55957264957264,0,0,0,0,0,0
1976-04-01,1976,0.0,0.0,0.0,22.51851851851852,106.72222222222223,93.49235294117648,0,0,0,0,0,0
1976-05-01,1976,0.0,0.0,0.0,23.0,99.8529411764706,92.04013071895425,0,0,0,0,0,0
1976-06-01,1976,0.0,0.0,0.0,22.333333333333332,106.16666666666667,92.43842436974789,0,0,0,0,0,0
1976-07-01,1976,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1976-08-01,1976,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1976-09-01,1976,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1976-10-01,1976,0.0,0.0,0.0,23.080357142857142,106.0625,95.82364718614718,0,0,0,0,0,0
1976-11-01,1976,0.0,0.0,0.0,23.272727272727273,107.20454545454545,97.54984676151874,0,0,0,0,0,0
1976-12-01,1976,0.0,0.0,0.0,23.35987261146497,105.6656050955414,96.85171771977859,0,0,0,0,0,0
1977-01-01,1977,0.0,0.0,0.0,23.212962962962962,105.83333333333333,96.26252291458377,0,0,0,0,0,0
1977-02-01,1977,0.0,0.0,0.0,24.067857142857143,106.81428571428572,96.30953902548674,0,0,0,0,0,0
1977-03-01,1977,0.0,0.0,0.0,24.211764705882352,106.17941176470588,96.28873949579831,0,0,0,0,0,0
1977-04-01,1977,0.0,0.0,0.0,25.373015873015873,108.7063492063492,95.63535854341738,0,0,0,0,0,0
1977-05-01,1977,0.0,0.0,0.0,24.775,105.175,94.41547619047618,0,0,0,0,0,0
1977-06-01,1977,0.0,0.0,0.0,24.25,107.5,97.91431216931217,0,0,0,0,0,0
1977-07-01,1977,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1977-08-01,1977,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1977-09-01,1977,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1977-10-01,1977,0.0,0.0,0.0,24.5,108.92063492063492,102.26140618640619,0,0,0,0,0,0
1977-11-01,1977,0.0,0.0,0.0,25.003205128205128,107.50961538461539,107.43759666259666,0,0,0,0,0,0
1977-12-01,1977,0.0,0.0,0.0,24.772727272727273,108.1038961038961,107.11282994782994,0,0,0,0,0,0
1978-01-01,1978,0.0,0.0,0.0,24.876623376623378,106.69155844155844,107.22486738613499,0,0,0,0,0,0
1978-02-01,1978,0.0,0.0,0.0,25.345070422535212,109.33450704225352,106.55077214803975,0,0,0,0,0,0
1978-03-01,1978,0.0,0.0,0.0,24.60857142857143,109.10285714285715,107.28369795786212,0,0,0,0,0,0
1978-04-01,1978,0.0,0.0,0.0,26.0,112.09482758620689,108.77250767893365,0,0,0,0,0,0
1978-05-01,1978,0.0,0.0,0.0,23.441176470588236,107.1470588235294,108.08819021861619,0,0,0,0,0,0
1978-06-01,1978,0.0,0.0,0.0,19.0,99.16666666666667,108.14264877880977,0,0,0,0,0,0
1978-07-01,1978,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1978-08-01,1978,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1978-09-01,1978,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1978-10-01,1978,0.0,0.0,0.0,23.9,111.22631578947369,106.99019649122806,0,0,0,0,0,0
1978-11-01,1978,0.0,0.0,0.0,25.876666666666665,110.79,107.8320187134503,0,0,0,0,0,0
1978-12-01,1978,0.0,0.0,0.0,25.496666666666666,109.15666666666667,107.55821388888889,0,0,0,0,0,0
1979-01-01,1979,0.0,0.0,0.0,25.953125,108.671875,107.18750917266188,0,0,0,0,0,0
1979-02-01,1979,0.0,0.0,0.0,25.823741007194243,110.31654676258992,108.07212858194457,0,0,0,0,0,0
1979-03-01,1979,0.0,0.0,0.0,26.439873417721518,112.33227848101266,108.75267024861124,0,0,0,0,0,0
1979-04-01,1979,0.0,0.0,0.0,26.29,109.99,108.53376326893182,0,0,0,0,0,0
1979-05-01,1979,0.0,0.0,0.0,23.394736842105264,104.07894736842105,105.54954385964913,0,0,0,0,0,0
1979-06-01,1979,0.0,0.0,0.0,22.0,95.0,104.80280379848705,0,0,0,0,0,0
1979-07-01,1979,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1979-08-01,1979,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1979-09-01,1979,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,1
1979-10-01,1979,0.5825688073394495,2.0137614678899083,0.28929384965831434,24.6697247706422,107.86238532110092,105.41276517992806,1,0,0,0,0,0
1979-11-01,1979,0.550314465408805,2.147798742138365,0.2562225475841874,25.446540880503143,108.42138364779875,108.35410689900563,1,0,0,0,0,0
1979-12-01,1979,0.6132075471698113,2.2044025157232703,0.2781740370898716,26.18553459119497,109.89622641509433,108.22101750280338,1,0,0,0,0,0
1980-01-01,1980,0.9011627906976745,2.9738372093023258,0.30303030303030304,26.238372093023255,110.83430232558139,107.51229088766742,1,0,0,0,0,0
1980-02-01,1980,0.9847328244274809,3.030534351145038,0.3249370277078085,26.267175572519083,109.81297709923665,106.11145304455886,1,0,0,0,0,0
1980-03-01,1980,0.9796511627906976,2.872093023255814,0.34109311740890685,25.497093023255815,108.73255813953489,105.44801266065333,1,0,0,0,0,0
1980-04-01,1980,1.0595238095238095,3.9404761904761907,0.2688821752265861,24.952380952380953,103.52380952380952,104.93478959025471,1,0,0,0,0,0
1980-05-01,1980,0.08333333333333333,1.6666666666666667,0.049999999999999996,28.833333333333332,106.83333333333333,105.81973015873014,1,0,0,0,0,0
1980-06-01,1980,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,1
1980-07-01,1980,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,1
1980-08-01,1980,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,1
1980-09-01,1980,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,1
1980-10-01,1980,0.4791666666666667,1.7125,0.2798053527980536,24.55,105.7875,106.66453535353536,1,0,0,0,0,0
1980-11-01,1980,0.42424242424242425,1.7727272727272727,0.23931623931623933,25.73030303030303,108.39090909090909,107.046529998783,1,0,0,0,0,0
1980-12-01,1980,0.4307228915662651,1.6897590361445782,0.25490196078431376,25.602409638554217,107.0421686746988,106.28675421701321,1,0,0,0,0,0
1981-01-01,1981,0.44610778443113774,1.6616766467065869,0.26846846846846845,25.20359281437126,107.62874251497006,105.74392061786382,1,0,0,0,0,0
1981-02-01,1981,0.4967105263157895,1.986842105263158,0.25,25.404605263157894,108.88157894736842,105.86816232457507,1,0,0,0,0,0
1981-03-01,1981,0.6878612716763006,2.2976878612716765,0.2993710691823899,26.020231213872833,110.24277456647398,105.73644715027251,1,0,0,0,0,0
